job_title,salary_usd,experience_level,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name,experience_level_enc,company_size_enc,education_required_enc,employment_type_FL,employment_type_FT,employment_type_PT,company_location_freq,employee_residence_freq
Machine Learning Engineer,138114,SE,United States,S,United States,0,"MLOps, Linux, Kubernetes",PhD,8,Telecommunications,5.7,Digital Transformation LLC,2,0,3,0,0,0,0.05314625850340136,0.042261904761904764
Machine Learning Researcher,137502,SE,United Kingdom,M,United Kingdom,50,"PyTorch, SQL, NLP",PhD,9,Manufacturing,5.6,Quantum Computing Inc,2,1,3,1,0,0,0.052636054421768705,0.042006802721088435
Data Analyst,162474,SE,Denmark,S,Colombia,100,"Computer Vision, R, Scala",Master,5,Transportation,6.3,Predictive Systems,2,0,2,0,1,0,0.049829931972789114,0.006377551020408163
ML Ops Engineer,76070,EN,United States,M,United States,50,"SQL, Statistics, PyTorch, Spark, Kubernetes",Master,0,Energy,9.2,TechCorp Inc,0,1,2,0,1,0,0.05314625850340136,0.042261904761904764
Data Scientist,84770,EX,India,M,India,100,"AWS, Tableau, Git, Deep Learning",Bachelor,17,Finance,7.4,Algorithmic Solutions,3,1,1,0,1,0,0.03945578231292517,0.03784013605442177
Deep Learning Engineer,55566,EN,France,S,France,50,"Hadoop, Scala, Java",PhD,0,Energy,7.9,Advanced Robotics,0,0,3,0,0,0,0.050255102040816325,0.04319727891156463
AI Research Scientist,66684,EN,Ireland,M,Ireland,0,"SQL, Python, AWS, TensorFlow",Associate,1,Technology,7.4,Cloud AI Solutions,0,1,0,0,0,0,0.05127551020408163,0.04311224489795919
NLP Engineer,90939,MI,Canada,L,Canada,50,"SQL, Data Visualization, MLOps, Git, Kubernetes",Master,4,Finance,9.7,Neural Networks Co,1,2,2,0,0,0,0.053316326530612246,0.04336734693877551
Head of AI,85744,MI,Israel,L,Israel,50,"R, GCP, Mathematics",Bachelor,3,Automotive,7.8,DeepTech Ventures,1,2,1,0,1,0,0.05187074829931973,0.04098639455782313
Robotics Engineer,62098,EX,India,M,India,0,"Deep Learning, MLOps, TensorFlow",Associate,16,Energy,8.2,Autonomous Tech,3,1,0,1,0,0,0.03945578231292517,0.03784013605442177
Data Analyst,154250,SE,Finland,L,Finland,0,"AWS, Mathematics, PyTorch, TensorFlow",Associate,7,Education,9.0,DataVision Ltd,2,2,0,0,0,1,0.04855442176870748,0.03792517006802721
Machine Learning Engineer,148362,SE,Australia,L,Belgium,100,"Python, Deep Learning, Spark, Mathematics",Bachelor,6,Retail,6.3,DataVision Ltd,2,2,1,0,0,0,0.047448979591836735,0.006377551020408163
Autonomous Systems Engineer,248477,EX,United States,L,Austria,100,"Git, TensorFlow, Linux, NLP, Docker",Associate,17,Telecommunications,7.4,Machine Intelligence Group,3,2,0,0,0,0,0.05314625850340136,0.03860544217687075
Head of AI,157091,EX,Austria,L,Austria,0,"Statistics, Tableau, SQL, Hadoop",PhD,16,Telecommunications,9.3,TechCorp Inc,3,2,3,0,0,1,0.04625850340136054,0.03860544217687075
Data Scientist,181300,EX,Singapore,M,Singapore,0,"Python, GCP, Computer Vision",Bachelor,12,Consulting,6.4,DeepTech Ventures,3,1,1,0,0,0,0.05204081632653061,0.04175170068027211
Autonomous Systems Engineer,33586,EN,China,S,China,0,"PyTorch, Computer Vision, Linux, Deep Learning, NLP",Bachelor,0,Retail,7.2,Algorithmic Solutions,0,0,1,1,0,0,0.050085034013605444,0.04353741496598639
AI Product Manager,124008,MI,Denmark,L,Denmark,50,"GCP, Java, TensorFlow, Deep Learning, Computer Vision",Associate,2,Gaming,7.2,Cognitive Computing,1,2,0,0,1,0,0.049829931972789114,0.03843537414965986
AI Specialist,71642,EN,Australia,S,Australia,0,"SQL, Scala, Computer Vision, PyTorch, TensorFlow",Bachelor,0,Gaming,6.4,DeepTech Ventures,0,0,1,0,0,1,0.047448979591836735,0.039965986394557826
ML Ops Engineer,131962,SE,Australia,S,Australia,50,"Java, TensorFlow, Docker, GCP",Associate,9,Gaming,7.8,Predictive Systems,2,0,0,0,0,0,0.047448979591836735,0.039965986394557826
AI Product Manager,130443,SE,Singapore,M,Singapore,50,"Deep Learning, MLOps, Git, SQL, Kubernetes",Bachelor,7,Finance,8.5,Cognitive Computing,2,1,1,0,0,1,0.05204081632653061,0.04175170068027211
AI Product Manager,184463,EX,Denmark,M,United Kingdom,0,"Spark, Statistics, Linux, Java, Deep Learning",Master,10,Finance,9.5,Future Systems,3,1,2,0,1,0,0.049829931972789114,0.042006802721088435
Data Analyst,107982,MI,Norway,S,Norway,100,"Java, R, Azure, Hadoop, Git",Master,2,Finance,8.4,Cognitive Computing,1,0,2,0,0,1,0.04846938775510204,0.03903061224489796
Principal Data Scientist,206443,EX,Australia,M,Australia,0,"Python, Kubernetes, GCP",Master,15,Gaming,7.6,Future Systems,3,1,2,0,0,1,0.047448979591836735,0.039965986394557826
AI Product Manager,138723,SE,Singapore,S,Norway,0,"Spark, PyTorch, Mathematics",Associate,7,Technology,5.5,Predictive Systems,2,0,0,0,0,0,0.05204081632653061,0.03903061224489796
Machine Learning Engineer,93689,EX,China,S,China,0,"Python, TensorFlow, Mathematics, Kubernetes, Docker",Associate,18,Real Estate,8.3,Smart Analytics,3,0,0,0,1,0,0.050085034013605444,0.04353741496598639
Robotics Engineer,32757,EN,China,S,Philippines,0,"Spark, Linux, PyTorch, Mathematics, Python",PhD,0,Energy,9.6,TechCorp Inc,0,0,3,0,0,0,0.050085034013605444,0.00586734693877551
AI Research Scientist,200891,EX,Australia,S,Estonia,50,"Spark, TensorFlow, PyTorch, Computer Vision, Docker",PhD,12,Gaming,7.9,Algorithmic Solutions,3,0,3,0,1,0,0.047448979591836735,0.006717687074829932
AI Product Manager,48863,EN,Finland,S,Finland,50,"Python, SQL, Hadoop",Bachelor,0,Transportation,7.7,Advanced Robotics,0,0,1,1,0,0,0.04855442176870748,0.03792517006802721
Principal Data Scientist,136102,SE,Denmark,M,Denmark,100,"Linux, PyTorch, Tableau, Mathematics",PhD,7,Telecommunications,5.1,Machine Intelligence Group,2,1,3,0,0,1,0.049829931972789114,0.03843537414965986
Machine Learning Engineer,65618,EN,Denmark,S,Thailand,100,"R, Linux, Hadoop, Git, Computer Vision",Bachelor,1,Gaming,5.4,Neural Networks Co,0,0,1,0,1,0,0.049829931972789114,0.005952380952380952
AI Research Scientist,78592,MI,Canada,S,Canada,100,"R, TensorFlow, Deep Learning, Git, Docker",Bachelor,2,Retail,8.0,Quantum Computing Inc,1,0,1,0,0,0,0.053316326530612246,0.04336734693877551
AI Consultant,48759,EN,United Kingdom,S,Australia,50,"Azure, Java, Linux",PhD,0,Transportation,7.8,Cognitive Computing,0,0,3,0,0,1,0.052636054421768705,0.039965986394557826
AI Consultant,32827,MI,China,S,China,100,"Python, Kubernetes, SQL, Linux, Docker",Associate,2,Manufacturing,7.0,DataVision Ltd,1,0,0,1,0,0,0.050085034013605444,0.04353741496598639
Autonomous Systems Engineer,99198,EN,Switzerland,M,Malaysia,100,"PyTorch, NLP, Git, Azure, Mathematics",PhD,0,Education,6.3,DeepTech Ventures,0,1,3,1,0,0,0.04957482993197279,0.006377551020408163
Computer Vision Engineer,101105,MI,Netherlands,S,Netherlands,50,"Python, TensorFlow, NLP",Bachelor,4,Real Estate,9.7,Machine Intelligence Group,1,0,1,0,1,0,0.050425170068027214,0.04047619047619048
Machine Learning Researcher,64380,EN,Singapore,M,Singapore,50,"Spark, Data Visualization, Java, TensorFlow",Bachelor,1,Healthcare,5.6,Predictive Systems,0,1,1,1,0,0,0.05204081632653061,0.04175170068027211
Machine Learning Engineer,104913,SE,Germany,S,China,0,"Kubernetes, Scala, NLP, Mathematics, TensorFlow",Associate,5,Technology,7.5,Machine Intelligence Group,2,0,0,0,0,0,0.05136054421768708,0.04353741496598639
ML Ops Engineer,58746,EN,Ireland,S,Ireland,50,"SQL, Python, NLP, Scala, Git",Associate,1,Retail,9.0,Future Systems,0,0,0,0,0,0,0.05127551020408163,0.04311224489795919
Data Scientist,63881,EN,Australia,L,Australia,0,"PyTorch, GCP, Computer Vision, AWS",Associate,0,Transportation,9.4,Digital Transformation LLC,0,2,0,0,0,0,0.047448979591836735,0.039965986394557826
Computer Vision Engineer,88065,EN,Denmark,S,Denmark,100,"Linux, R, PyTorch, TensorFlow, Spark",Bachelor,1,Gaming,5.6,Cloud AI Solutions,0,0,1,1,0,0,0.049829931972789114,0.03843537414965986
Data Analyst,171510,EX,Sweden,S,Austria,0,"SQL, Git, PyTorch, TensorFlow, Tableau",Master,14,Gaming,6.8,Predictive Systems,3,0,2,0,0,0,0.05085034013605442,0.03860544217687075
AI Product Manager,108790,MI,Netherlands,M,United States,0,"Kubernetes, Python, Tableau",PhD,3,Media,9.1,Predictive Systems,1,1,3,0,0,0,0.050425170068027214,0.042261904761904764
Autonomous Systems Engineer,250860,EX,United States,M,United States,50,"SQL, Tableau, Kubernetes, GCP",Associate,10,Transportation,7.8,Quantum Computing Inc,3,1,0,1,0,0,0.05314625850340136,0.042261904761904764
AI Consultant,176796,EX,France,M,France,50,"Python, Docker, Deep Learning, TensorFlow, NLP",Associate,12,Manufacturing,9.1,Neural Networks Co,3,1,0,0,1,0,0.050255102040816325,0.04319727891156463
Data Engineer,134522,SE,Sweden,L,Sweden,0,"AWS, Hadoop, MLOps, Python",Master,5,Education,5.7,Predictive Systems,2,2,2,0,0,0,0.05085034013605442,0.03988095238095238
ML Ops Engineer,160139,MI,Switzerland,L,Japan,0,"Azure, Scala, NLP, Deep Learning, Git",Master,4,Automotive,7.8,Smart Analytics,1,2,2,1,0,0,0.04957482993197279,0.03988095238095238
Autonomous Systems Engineer,112545,MI,Japan,M,Japan,0,"Python, NLP, SQL",PhD,3,Retail,7.6,Quantum Computing Inc,1,1,3,0,0,1,0.050085034013605444,0.03988095238095238
AI Consultant,116189,MI,Sweden,L,Sweden,50,"Python, GCP, Tableau, Deep Learning",PhD,3,Education,6.9,Neural Networks Co,1,2,3,0,0,0,0.05085034013605442,0.03988095238095238
Deep Learning Engineer,238500,EX,Netherlands,S,South Korea,0,"Linux, Computer Vision, Kubernetes",Associate,18,Transportation,6.0,AI Innovations,3,0,0,1,0,0,0.050425170068027214,0.04013605442176871
AI Consultant,68846,EN,Finland,M,Finland,50,"Scala, Tableau, Deep Learning",PhD,1,Gaming,7.5,DataVision Ltd,0,1,3,0,0,1,0.04855442176870748,0.03792517006802721
Data Scientist,89015,MI,Canada,L,India,100,"Kubernetes, Python, Azure",PhD,3,Transportation,8.2,Cloud AI Solutions,1,2,3,1,0,0,0.053316326530612246,0.03784013605442177
NLP Engineer,123952,MI,Switzerland,M,Switzerland,50,"PyTorch, Java, Git, Computer Vision",Bachelor,2,Automotive,8.8,Cloud AI Solutions,1,1,1,0,0,0,0.04957482993197279,0.04175170068027211
Data Scientist,167067,EX,France,L,Hungary,50,"Linux, PyTorch, Git, AWS, Java",Associate,12,Retail,9.3,DeepTech Ventures,3,2,0,0,0,1,0.050255102040816325,0.005272108843537415
Data Scientist,74348,MI,United Kingdom,S,Singapore,100,"MLOps, Kubernetes, Deep Learning",PhD,3,Government,6.0,TechCorp Inc,1,0,3,1,0,0,0.052636054421768705,0.04175170068027211
Data Analyst,165859,SE,Japan,L,Japan,50,"Kubernetes, Mathematics, MLOps",PhD,5,Education,5.2,Quantum Computing Inc,2,2,3,1,0,0,0.050085034013605444,0.03988095238095238
AI Architect,72729,EN,Netherlands,M,Netherlands,50,"Docker, Kubernetes, Scala, Git, Mathematics",Bachelor,1,Real Estate,5.5,Predictive Systems,0,1,1,0,0,1,0.050425170068027214,0.04047619047619048
AI Product Manager,143095,SE,Netherlands,L,Russia,0,"MLOps, Kubernetes, Tableau",Bachelor,5,Media,8.4,Predictive Systems,2,2,1,0,1,0,0.050425170068027214,0.006802721088435374
AI Research Scientist,117310,MI,Canada,L,Canada,100,"Python, Azure, NLP",PhD,2,Technology,7.0,Predictive Systems,1,2,3,0,1,0,0.053316326530612246,0.04336734693877551
AI Architect,70756,EN,Sweden,L,Czech Republic,100,"Python, NLP, AWS",PhD,1,Media,8.7,Algorithmic Solutions,0,2,3,0,0,0,0.05085034013605442,0.006122448979591836
AI Research Scientist,89597,MI,Ireland,M,Ireland,100,"PyTorch, Git, Tableau",Master,3,Gaming,9.4,Future Systems,1,1,2,0,0,0,0.05127551020408163,0.04311224489795919
AI Product Manager,124719,MI,Norway,M,Argentina,100,"Python, Kubernetes, PyTorch",Associate,2,Automotive,6.6,Autonomous Tech,1,1,0,0,0,1,0.04846938775510204,0.0068877551020408165
Data Analyst,43069,EN,China,L,China,50,"Java, Python, Git, Spark, TensorFlow",Bachelor,1,Real Estate,8.9,Autonomous Tech,0,2,1,0,1,0,0.050085034013605444,0.04353741496598639
Data Engineer,107037,SE,Canada,M,Canada,0,"GCP, Scala, NLP, Spark",Bachelor,5,Retail,6.8,Neural Networks Co,2,1,1,1,0,0,0.053316326530612246,0.04336734693877551
Research Scientist,55353,EN,France,L,France,100,"PyTorch, TensorFlow, Java, SQL, Mathematics",Associate,0,Consulting,8.2,Neural Networks Co,0,2,0,0,0,1,0.050255102040816325,0.04319727891156463
Data Scientist,130397,SE,Switzerland,S,Switzerland,50,"Statistics, Hadoop, Azure, Java",PhD,9,Manufacturing,5.8,TechCorp Inc,2,0,3,0,0,0,0.04957482993197279,0.04175170068027211
AI Specialist,120810,EX,China,L,Japan,100,"Mathematics, Python, Tableau",Bachelor,17,Automotive,8.4,Cognitive Computing,3,2,1,0,0,0,0.050085034013605444,0.03988095238095238
Research Scientist,70564,EN,Sweden,S,Sweden,50,"SQL, Data Visualization, GCP, MLOps",Master,0,Government,8.4,Neural Networks Co,0,0,2,0,0,0,0.05085034013605442,0.03988095238095238
AI Product Manager,292915,EX,Switzerland,L,Thailand,100,"Data Visualization, Python, R, Azure",Bachelor,16,Media,8.2,Future Systems,3,2,1,0,1,0,0.04957482993197279,0.005952380952380952
Robotics Engineer,48395,EX,India,S,United Kingdom,50,"Deep Learning, Azure, Spark, Python",Associate,13,Education,5.2,Algorithmic Solutions,3,0,0,0,0,0,0.03945578231292517,0.042006802721088435
Principal Data Scientist,210838,EX,France,S,France,50,"SQL, Azure, Git",Associate,13,Government,8.1,DeepTech Ventures,3,0,0,0,1,0,0.050255102040816325,0.04319727891156463
AI Specialist,283444,EX,Ireland,L,Latvia,0,"SQL, Scala, R, Docker, Deep Learning",Associate,12,Government,7.8,AI Innovations,3,2,0,0,0,1,0.05127551020408163,0.004166666666666667
Data Engineer,192260,EX,Australia,S,Finland,0,"Tableau, MLOps, GCP, Scala",Bachelor,18,Automotive,9.4,Quantum Computing Inc,3,0,1,0,1,0,0.047448979591836735,0.03792517006802721
Data Engineer,44008,EX,India,S,India,100,"TensorFlow, Python, Java, Scala, Azure",PhD,15,Transportation,5.9,Smart Analytics,3,0,3,0,1,0,0.03945578231292517,0.03784013605442177
AI Architect,202771,EX,France,S,Estonia,0,"Linux, Spark, Computer Vision",Master,19,Gaming,8.1,Machine Intelligence Group,3,0,2,1,0,0,0.050255102040816325,0.006717687074829932
AI Software Engineer,84533,MI,Austria,L,Austria,100,"Python, GCP, TensorFlow",Associate,4,Healthcare,6.1,Neural Networks Co,1,2,0,0,0,0,0.04625850340136054,0.03860544217687075
Data Engineer,105421,MI,Ireland,M,Netherlands,50,"R, SQL, Statistics, Java, Data Visualization",Master,4,Manufacturing,5.0,Advanced Robotics,1,1,2,0,0,1,0.05127551020408163,0.04047619047619048
Research Scientist,56489,EN,United States,S,India,0,"Hadoop, Scala, Tableau, GCP",Master,0,Consulting,8.1,Predictive Systems,0,0,2,0,0,0,0.05314625850340136,0.03784013605442177
Machine Learning Researcher,56936,SE,China,L,China,0,"Spark, Python, Tableau",Associate,7,Automotive,6.1,Machine Intelligence Group,2,2,0,0,1,0,0.050085034013605444,0.04353741496598639
AI Specialist,212698,EX,Australia,S,Australia,50,"Scala, Git, SQL",Associate,16,Gaming,5.3,Future Systems,3,0,0,1,0,0,0.047448979591836735,0.039965986394557826
Computer Vision Engineer,104468,MI,South Korea,L,South Korea,100,"Java, SQL, Hadoop",Master,2,Retail,7.9,Future Systems,1,2,2,1,0,0,0.053061224489795916,0.04013605442176871
AI Specialist,164165,SE,Germany,L,Germany,50,"Java, MLOps, Linux, Deep Learning",Bachelor,9,Consulting,9.4,TechCorp Inc,2,2,1,0,0,0,0.05136054421768708,0.04149659863945578
Research Scientist,222239,EX,Singapore,S,Singapore,100,"Spark, Python, R, Computer Vision",Master,11,Technology,9.6,AI Innovations,3,0,2,0,0,0,0.05204081632653061,0.04175170068027211
AI Software Engineer,123858,SE,United Kingdom,S,Ukraine,0,"Linux, GCP, R, AWS",Bachelor,5,Media,5.5,Cognitive Computing,2,0,1,1,0,0,0.052636054421768705,0.006802721088435374
NLP Engineer,215599,SE,Denmark,L,Denmark,100,"MLOps, Git, PyTorch, Java, Scala",Associate,8,Transportation,7.0,TechCorp Inc,2,2,0,0,0,0,0.049829931972789114,0.03843537414965986
Machine Learning Engineer,64123,SE,China,S,United States,50,"Computer Vision, Spark, Tableau",Master,7,Real Estate,7.3,Advanced Robotics,2,0,2,0,0,1,0.050085034013605444,0.042261904761904764
Robotics Engineer,68722,EN,Australia,M,Australia,100,"Python, Spark, Java",Master,0,Education,7.0,Neural Networks Co,0,1,2,0,1,0,0.047448979591836735,0.039965986394557826
Head of AI,64481,EN,France,S,Italy,50,"Spark, Linux, Deep Learning, MLOps, PyTorch",Master,0,Energy,8.7,Cloud AI Solutions,0,0,2,1,0,0,0.050255102040816325,0.005612244897959183
ML Ops Engineer,218956,EX,Finland,M,Finland,50,"SQL, Java, Azure",PhD,18,Education,8.8,Digital Transformation LLC,3,1,3,0,0,1,0.04855442176870748,0.03792517006802721
Data Scientist,83576,SE,South Korea,S,Norway,0,"Deep Learning, NLP, Data Visualization, Scala, Mathematics",Bachelor,5,Real Estate,5.4,Advanced Robotics,2,0,1,0,1,0,0.053061224489795916,0.03903061224489796
AI Specialist,68572,EN,Ireland,L,Ireland,100,"Kubernetes, Java, GCP, Mathematics, Scala",Associate,0,Technology,7.8,Cloud AI Solutions,0,2,0,0,1,0,0.05127551020408163,0.04311224489795919
Autonomous Systems Engineer,71970,EN,Australia,S,Australia,100,"R, Hadoop, NLP, SQL, Java",Master,0,Consulting,6.9,Future Systems,0,0,2,0,1,0,0.047448979591836735,0.039965986394557826
Computer Vision Engineer,74384,EN,Japan,M,Japan,50,"Data Visualization, PyTorch, Deep Learning, NLP",Associate,1,Manufacturing,8.2,Advanced Robotics,0,1,0,1,0,0,0.050085034013605444,0.03988095238095238
Machine Learning Researcher,64771,EX,China,M,China,50,"Tableau, Python, AWS, Spark, TensorFlow",PhD,10,Government,9.9,Neural Networks Co,3,1,3,0,0,0,0.050085034013605444,0.04353741496598639
Robotics Engineer,75711,EN,France,M,South Korea,0,"R, Scala, GCP",PhD,0,Government,7.8,DataVision Ltd,0,1,3,1,0,0,0.050255102040816325,0.04013605442176871
Computer Vision Engineer,57278,EN,Netherlands,M,Netherlands,50,"Deep Learning, Hadoop, GCP",Bachelor,0,Transportation,6.2,Cloud AI Solutions,0,1,1,0,0,1,0.050425170068027214,0.04047619047619048
Data Analyst,70858,MI,South Korea,S,Canada,100,"Python, PyTorch, Statistics, Data Visualization",Bachelor,4,Government,7.0,TechCorp Inc,1,0,1,1,0,0,0.053061224489795916,0.04336734693877551
Autonomous Systems Engineer,72296,SE,China,L,China,50,"Scala, AWS, NLP, Git, Python",Associate,8,Automotive,9.8,Algorithmic Solutions,2,2,0,0,0,0,0.050085034013605444,0.04353741496598639
AI Research Scientist,182548,EX,Norway,S,Vietnam,0,"Python, GCP, MLOps, Scala, Hadoop",Master,17,Telecommunications,5.5,Autonomous Tech,3,0,2,0,0,1,0.04846938775510204,0.007227891156462585
AI Specialist,199622,SE,United States,L,United States,0,"TensorFlow, Deep Learning, MLOps, Git, Kubernetes",PhD,8,Consulting,10.0,Cognitive Computing,2,2,3,0,0,0,0.05314625850340136,0.042261904761904764
AI Specialist,147265,EX,Germany,M,Indonesia,50,"Kubernetes, Hadoop, PyTorch, Azure, Git",PhD,15,Real Estate,7.4,Future Systems,3,1,3,0,1,0,0.05136054421768708,0.006462585034013605
AI Software Engineer,144476,MI,United States,L,Mexico,100,"Python, SQL, Tableau, Git, Java",Master,2,Manufacturing,6.9,Advanced Robotics,1,2,2,0,1,0,0.05314625850340136,0.0068877551020408165
Data Analyst,215252,EX,Norway,L,Norway,50,"Spark, Python, Data Visualization",PhD,16,Government,7.6,DeepTech Ventures,3,2,3,0,1,0,0.04846938775510204,0.03903061224489796
Head of AI,132864,SE,United Kingdom,M,United Kingdom,100,"Scala, Python, Tableau",Bachelor,6,Finance,5.8,DataVision Ltd,2,1,1,0,1,0,0.052636054421768705,0.042006802721088435
Machine Learning Engineer,96014,MI,Germany,S,Germany,50,"Scala, Java, TensorFlow, Statistics, Deep Learning",PhD,4,Media,8.4,Predictive Systems,1,0,3,0,0,0,0.05136054421768708,0.04149659863945578
Data Analyst,125114,EX,Sweden,S,Sweden,50,"Kubernetes, Git, Deep Learning, Computer Vision, Scala",Bachelor,12,Technology,9.5,AI Innovations,3,0,1,0,1,0,0.05085034013605442,0.03988095238095238
Machine Learning Engineer,109823,SE,Ireland,S,France,0,"Azure, Linux, Data Visualization, Tableau",Associate,7,Real Estate,6.4,Digital Transformation LLC,2,0,0,0,0,0,0.05127551020408163,0.04319727891156463
Data Engineer,133627,SE,Norway,M,Norway,100,"Azure, SQL, Kubernetes, Computer Vision, Statistics",Bachelor,9,Education,6.4,Cognitive Computing,2,1,1,0,1,0,0.04846938775510204,0.03903061224489796
Data Engineer,107829,MI,Switzerland,S,Switzerland,0,"Spark, TensorFlow, Python, Git",Bachelor,3,Government,5.8,Cloud AI Solutions,1,0,1,1,0,0,0.04957482993197279,0.04175170068027211
Deep Learning Engineer,121054,SE,Israel,M,South Africa,50,"GCP, AWS, Mathematics, Tableau",Bachelor,9,Manufacturing,7.1,Predictive Systems,2,1,1,0,0,1,0.05187074829931973,0.006717687074829932
ML Ops Engineer,100727,SE,Israel,S,Israel,0,"Tableau, TensorFlow, GCP, Statistics",Master,5,Automotive,6.0,Cloud AI Solutions,2,0,2,0,0,1,0.05187074829931973,0.04098639455782313
