job_title,experience_level,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,benefits_score
AI Consultant,EN,Switzerland,L,Philippines,50,Bachelor,1,Retail,5.3
Research Scientist,EN,Japan,L,Japan,100,Master,0,Finance,8.2
Computer Vision Engineer,MI,Ireland,M,Ireland,50,Bachelor,4,Automotive,5.3
Head of AI,EX,Sweden,S,Sweden,100,PhD,19,Automotive,8.3
Data Scientist,EN,Finland,M,Finland,0,PhD,0,Real Estate,7.5
Data Analyst,MI,Germany,L,Germany,0,Associate,3,Media,5.8
Data Analyst,SE,India,S,United Kingdom,0,Bachelor,6,Manufacturing,5.5
Data Engineer,MI,Norway,L,Norway,100,Master,3,Consulting,8.3
Principal Data Scientist,MI,Israel,L,Israel,100,Bachelor,2,Real Estate,7.7
Autonomous Systems Engineer,EN,United States,S,United States,50,Master,1,Media,6.0
Data Analyst,EN,South Korea,M,Switzerland,50,Associate,1,Gaming,7.3
Machine Learning Engineer,EX,Singapore,S,Singapore,100,Associate,12,Education,6.5
ML Ops Engineer,SE,Austria,M,Austria,50,Master,8,Government,7.7
Machine Learning Engineer,EN,Austria,S,Austria,0,PhD,1,Telecommunications,6.2
NLP Engineer,EX,Netherlands,S,Netherlands,50,Bachelor,11,Government,9.1
Data Scientist,SE,China,S,China,100,Associate,6,Education,9.8
NLP Engineer,MI,Austria,S,Austria,100,Associate,4,Consulting,8.8
Data Engineer,MI,Australia,L,Australia,100,Bachelor,2,Manufacturing,8.4
Deep Learning Engineer,MI,Sweden,S,South Korea,50,Master,2,Energy,6.1
Research Scientist,MI,Denmark,S,Denmark,100,PhD,4,Real Estate,9.1
Machine Learning Researcher,MI,Switzerland,S,Switzerland,0,Associate,3,Government,5.6
Computer Vision Engineer,EX,United States,S,United States,0,Bachelor,17,Education,7.7
NLP Engineer,EX,Ireland,M,Ireland,0,Bachelor,15,Finance,9.9
Machine Learning Researcher,SE,Switzerland,L,Switzerland,0,Associate,7,Real Estate,6.3
AI Specialist,EX,Israel,S,Israel,0,PhD,15,Technology,6.5
Principal Data Scientist,EN,Norway,M,Norway,0,Bachelor,0,Automotive,5.4
Research Scientist,MI,Denmark,S,Belgium,0,Master,2,Government,9.6
ML Ops Engineer,EX,Switzerland,S,Switzerland,100,Master,18,Energy,5.5
Robotics Engineer,SE,Netherlands,M,Ukraine,50,Bachelor,5,Government,7.9
Data Analyst,EX,India,S,India,50,Master,15,Gaming,9.2
AI Software Engineer,MI,Netherlands,M,Vietnam,0,Associate,3,Government,9.4
AI Product Manager,SE,Japan,L,Japan,100,PhD,8,Retail,9.2
Computer Vision Engineer,EX,United States,M,Nigeria,0,Bachelor,19,Education,7.3
Research Scientist,SE,United States,L,United States,100,PhD,9,Technology,9.0
AI Architect,EN,South Korea,S,South Korea,50,Master,0,Education,8.8
AI Consultant,EN,Ireland,M,Ireland,100,PhD,0,Finance,7.8
AI Research Scientist,SE,Israel,M,Israel,0,Bachelor,8,Government,5.1
Computer Vision Engineer,EX,India,M,Turkey,100,Master,11,Consulting,8.0
AI Consultant,SE,China,L,Portugal,100,PhD,9,Manufacturing,8.4
AI Specialist,EN,United States,M,United States,50,Associate,1,Energy,10.0
AI Architect,SE,United Kingdom,S,United Kingdom,100,Bachelor,9,Automotive,5.5
NLP Engineer,EX,Israel,S,Israel,0,Master,11,Education,8.1
NLP Engineer,EX,United States,S,United States,50,Master,18,Telecommunications,5.7
Principal Data Scientist,MI,Austria,S,Austria,0,PhD,3,Real Estate,6.9
NLP Engineer,EN,Australia,M,Australia,50,Master,0,Real Estate,7.0
Deep Learning Engineer,SE,United States,L,United States,50,Associate,8,Government,9.4
Autonomous Systems Engineer,EN,Israel,M,Ukraine,100,Associate,1,Education,5.3
Machine Learning Engineer,SE,India,S,India,50,PhD,9,Telecommunications,7.5
Computer Vision Engineer,SE,Norway,L,Norway,0,Associate,6,Energy,7.6
Machine Learning Engineer,SE,Finland,S,Finland,100,Master,7,Technology,8.1
AI Product Manager,MI,France,L,France,100,Bachelor,3,Healthcare,9.8
Data Engineer,SE,Australia,L,Australia,50,PhD,8,Gaming,9.0
Data Engineer,EN,Israel,L,Israel,100,Associate,1,Transportation,8.4
Computer Vision Engineer,EN,Sweden,M,Sweden,100,Associate,0,Gaming,8.2
Machine Learning Engineer,EN,Switzerland,M,Switzerland,100,Bachelor,0,Education,6.4
Deep Learning Engineer,EN,France,M,France,0,Bachelor,1,Energy,9.4
NLP Engineer,MI,South Korea,L,South Korea,100,Bachelor,2,Finance,5.2
Principal Data Scientist,EX,Norway,S,Ukraine,100,Master,18,Healthcare,9.8
Robotics Engineer,SE,China,S,China,100,Bachelor,9,Government,9.3
AI Consultant,EX,Germany,S,Germany,100,PhD,12,Technology,7.0
Robotics Engineer,MI,United Kingdom,M,United Kingdom,50,Master,2,Manufacturing,9.8
Data Scientist,MI,Sweden,S,Sweden,0,PhD,4,Government,7.7
Machine Learning Engineer,MI,Netherlands,M,Netherlands,100,Associate,2,Real Estate,7.7
NLP Engineer,EX,Singapore,S,Singapore,100,Master,12,Finance,5.9
AI Software Engineer,EN,France,L,France,100,Bachelor,0,Healthcare,9.4
AI Specialist,MI,Japan,S,Japan,50,Bachelor,4,Automotive,9.3
NLP Engineer,EX,Austria,L,Ukraine,100,Master,10,Finance,6.2
AI Software Engineer,EX,Norway,S,Netherlands,50,Bachelor,13,Automotive,6.0
AI Consultant,SE,Japan,M,Romania,0,PhD,6,Real Estate,6.1
AI Architect,EN,United States,L,United States,100,Bachelor,0,Energy,6.7
Computer Vision Engineer,EN,United Kingdom,S,Ukraine,0,PhD,1,Telecommunications,6.9
AI Software Engineer,EN,China,M,China,50,Bachelor,1,Retail,8.8
Data Scientist,EN,Finland,S,Finland,0,Bachelor,1,Transportation,5.9
NLP Engineer,EX,United Kingdom,L,United Kingdom,50,PhD,14,Gaming,5.7
Robotics Engineer,SE,Switzerland,S,Switzerland,50,Associate,7,Manufacturing,6.0
Research Scientist,EX,Finland,L,Finland,0,Associate,16,Education,7.2
Computer Vision Engineer,EN,France,S,Ireland,100,Master,0,Manufacturing,5.1
AI Consultant,EN,Austria,L,Austria,0,Master,1,Education,9.9
Research Scientist,MI,Finland,S,Finland,0,PhD,4,Retail,8.4
Machine Learning Researcher,MI,Israel,S,Israel,0,Bachelor,4,Retail,8.4
Machine Learning Researcher,EN,Israel,L,Israel,0,Bachelor,1,Transportation,7.8
Machine Learning Researcher,EN,South Korea,S,South Korea,0,PhD,1,Gaming,9.2
Head of AI,EX,France,S,Estonia,50,Associate,19,Gaming,5.1
Data Analyst,EX,Japan,M,Ghana,0,Bachelor,19,Education,5.0
Autonomous Systems Engineer,MI,India,M,India,0,Associate,4,Automotive,9.6
AI Specialist,EN,United States,L,Australia,0,Master,1,Transportation,7.7
Machine Learning Engineer,EX,Ireland,M,Ireland,0,Associate,19,Finance,7.6
AI Software Engineer,SE,Japan,L,Japan,0,Associate,8,Technology,6.6
Robotics Engineer,SE,Norway,L,Norway,0,Bachelor,8,Healthcare,8.5
AI Product Manager,EN,South Korea,M,South Korea,100,Associate,0,Manufacturing,9.6
Research Scientist,EX,Japan,M,Japan,0,Master,10,Media,5.7
Deep Learning Engineer,SE,France,L,France,0,Master,7,Retail,5.2
Machine Learning Engineer,MI,South Korea,M,South Korea,50,PhD,3,Healthcare,8.6
Data Engineer,SE,Japan,L,Japan,100,Associate,6,Gaming,6.0
AI Software Engineer,SE,Canada,M,Canada,100,Bachelor,8,Energy,6.5
Head of AI,SE,Sweden,M,Chile,100,Associate,9,Retail,9.8
Data Analyst,MI,Singapore,L,Singapore,0,Associate,4,Transportation,7.2
Data Analyst,EN,Finland,L,Ukraine,50,PhD,1,Real Estate,7.0
Principal Data Scientist,EN,Israel,S,Israel,0,PhD,0,Technology,9.4
Machine Learning Engineer,MI,Ireland,S,Vietnam,50,Bachelor,2,Telecommunications,7.0
Head of AI,EX,Israel,S,Israel,0,Associate,12,Government,5.6
Head of AI,EN,Ireland,M,Ireland,100,Master,0,Telecommunications,9.0
Research Scientist,EX,Israel,S,Israel,100,Associate,19,Manufacturing,7.8
AI Software Engineer,EX,Israel,S,Israel,50,Bachelor,15,Automotive,9.8
Autonomous Systems Engineer,MI,Switzerland,L,Switzerland,0,PhD,2,Government,8.4
Principal Data Scientist,MI,Japan,S,Japan,0,PhD,4,Transportation,7.1
Machine Learning Researcher,EX,Israel,L,Israel,50,PhD,16,Manufacturing,9.5
NLP Engineer,SE,Denmark,S,Denmark,100,Bachelor,9,Healthcare,6.5
Data Analyst,MI,Canada,L,Canada,0,Associate,4,Gaming,8.3
Machine Learning Engineer,MI,Finland,L,Russia,50,PhD,3,Consulting,8.8
AI Architect,SE,Finland,L,Ghana,0,Master,9,Consulting,6.7
Data Scientist,EX,Singapore,L,Singapore,0,Master,19,Energy,5.6
Machine Learning Researcher,EN,Norway,S,Singapore,0,Associate,0,Education,6.7
Machine Learning Researcher,EN,Netherlands,M,Norway,0,Bachelor,0,Telecommunications,8.0
AI Research Scientist,EN,Sweden,S,Sweden,50,Bachelor,1,Finance,5.3
Machine Learning Engineer,EX,Ireland,L,Finland,0,PhD,15,Finance,6.2
Deep Learning Engineer,SE,United States,S,United States,0,Associate,6,Government,9.8
Machine Learning Engineer,EX,Israel,L,Israel,100,Bachelor,19,Finance,9.2
Deep Learning Engineer,SE,France,L,France,50,PhD,9,Gaming,7.8
NLP Engineer,EN,Austria,M,Austria,0,Bachelor,1,Government,8.4
Data Scientist,SE,Denmark,M,Denmark,100,Master,6,Media,10.0
Robotics Engineer,EX,Austria,S,Austria,0,Bachelor,16,Technology,6.2
AI Research Scientist,SE,United States,S,United States,100,PhD,9,Finance,5.2
Data Engineer,EX,Denmark,S,Denmark,100,Master,17,Manufacturing,8.1
Principal Data Scientist,MI,Israel,L,Canada,50,Bachelor,2,Manufacturing,8.1
Principal Data Scientist,EX,France,M,Australia,50,Master,15,Transportation,6.0
AI Architect,SE,France,M,France,100,Master,6,Telecommunications,8.9
Data Engineer,MI,Switzerland,L,Poland,0,Master,2,Energy,7.1
AI Architect,EX,South Korea,S,Canada,50,PhD,18,Manufacturing,7.8
Autonomous Systems Engineer,MI,Canada,M,Vietnam,0,PhD,4,Transportation,8.0
Machine Learning Engineer,EX,Singapore,S,Singapore,100,Bachelor,14,Education,5.7
Machine Learning Researcher,SE,Singapore,S,Singapore,50,Associate,5,Media,8.3
Data Scientist,EX,United Kingdom,L,Czech Republic,100,Associate,12,Transportation,7.4
AI Architect,EX,Denmark,M,Denmark,50,Associate,11,Gaming,9.1
AI Product Manager,SE,South Korea,M,South Korea,100,PhD,6,Media,8.8
AI Product Manager,SE,Switzerland,L,Turkey,0,Bachelor,8,Finance,5.2
Principal Data Scientist,EN,Norway,S,Norway,100,Associate,1,Energy,9.5
Deep Learning Engineer,MI,China,L,China,50,PhD,2,Transportation,8.6
AI Research Scientist,EN,France,M,Poland,50,PhD,1,Energy,7.0
Computer Vision Engineer,SE,United Kingdom,M,Nigeria,100,Bachelor,7,Finance,8.6
Data Analyst,EX,South Korea,S,Indonesia,100,Bachelor,12,Retail,8.8
Head of AI,EN,Japan,M,Japan,50,Bachelor,1,Consulting,7.2
Data Engineer,MI,Australia,L,Hungary,50,Master,3,Gaming,6.1
AI Product Manager,EN,France,L,France,50,Bachelor,0,Technology,6.2
Data Scientist,MI,Israel,M,Israel,50,PhD,4,Transportation,6.0
Data Scientist,SE,Norway,L,Israel,50,Master,7,Media,8.9
Data Scientist,EN,China,S,China,0,Associate,0,Finance,9.1
Data Scientist,MI,France,L,France,100,Bachelor,4,Real Estate,5.5
AI Architect,SE,Denmark,S,Denmark,100,Master,5,Consulting,9.8
NLP Engineer,EX,Germany,M,Germany,100,Master,15,Manufacturing,5.6
Head of AI,MI,Sweden,L,Sweden,0,PhD,4,Transportation,7.6
Data Engineer,MI,Germany,L,Denmark,50,Bachelor,4,Retail,6.9
Data Engineer,EX,Canada,L,Canada,50,Bachelor,17,Retail,5.0
NLP Engineer,EN,South Korea,S,South Korea,0,Master,1,Transportation,8.5
ML Ops Engineer,EX,United Kingdom,M,United Kingdom,0,PhD,19,Education,6.0
ML Ops Engineer,EX,France,L,France,0,Bachelor,18,Gaming,8.2
Data Engineer,EX,Japan,M,Japan,50,PhD,18,Media,5.4
Computer Vision Engineer,EX,Germany,S,Germany,100,Bachelor,16,Automotive,7.1
Principal Data Scientist,MI,United Kingdom,M,United Kingdom,0,Bachelor,4,Healthcare,5.9
Data Analyst,EN,Switzerland,L,Switzerland,0,Associate,0,Real Estate,8.2
Autonomous Systems Engineer,EX,Israel,M,Malaysia,50,Associate,10,Real Estate,8.2
Robotics Engineer,EX,Netherlands,M,Netherlands,100,Master,18,Real Estate,7.6
NLP Engineer,SE,Sweden,S,Sweden,0,Associate,7,Real Estate,5.1
AI Research Scientist,MI,Austria,L,Austria,0,PhD,2,Finance,6.2
Computer Vision Engineer,MI,Switzerland,S,Switzerland,0,Bachelor,3,Energy,6.9
AI Consultant,MI,United States,S,United States,0,PhD,3,Finance,5.6
Head of AI,SE,China,L,China,50,PhD,8,Retail,8.7
AI Architect,EX,Singapore,S,Singapore,0,PhD,13,Telecommunications,8.9
Robotics Engineer,EN,Ireland,L,Ireland,0,Master,0,Transportation,6.5
AI Architect,MI,Denmark,S,Denmark,100,Associate,2,Consulting,6.0
Data Scientist,MI,Norway,S,Poland,50,PhD,2,Media,7.7
ML Ops Engineer,SE,Israel,M,Israel,50,Bachelor,9,Transportation,9.4
AI Product Manager,EN,South Korea,M,South Korea,50,Associate,1,Finance,7.9
Machine Learning Engineer,MI,Finland,M,Netherlands,0,Bachelor,3,Media,5.1
Data Scientist,MI,United Kingdom,M,Italy,100,Associate,3,Technology,9.0
Computer Vision Engineer,SE,Israel,S,Israel,50,Master,7,Consulting,8.2
Data Scientist,EN,Switzerland,S,Switzerland,50,Master,0,Education,5.9
Data Scientist,SE,Germany,M,Germany,100,Associate,9,Education,7.7
Data Engineer,EN,Switzerland,S,Switzerland,0,Bachelor,1,Healthcare,6.3
Robotics Engineer,SE,United Kingdom,L,United Kingdom,50,Master,8,Gaming,8.1
Computer Vision Engineer,SE,Singapore,S,Turkey,0,Associate,7,Retail,6.9
NLP Engineer,EN,Canada,L,Austria,50,Master,0,Manufacturing,8.4
Head of AI,EN,United States,L,Argentina,100,Master,1,Finance,6.4
Head of AI,MI,Sweden,S,Ireland,100,Associate,2,Transportation,7.6
AI Research Scientist,SE,United States,M,United States,0,Master,7,Real Estate,9.3
Data Scientist,EX,Switzerland,M,Switzerland,0,Associate,19,Government,8.2
Deep Learning Engineer,SE,Netherlands,L,Netherlands,0,Bachelor,9,Technology,7.0
AI Research Scientist,EX,Singapore,M,Singapore,0,Master,16,Government,8.7
AI Consultant,EN,Netherlands,M,Netherlands,0,Bachelor,1,Technology,5.8
Data Engineer,MI,Austria,S,Mexico,100,Associate,2,Education,9.3
Robotics Engineer,EN,United Kingdom,L,United Kingdom,0,Associate,0,Gaming,8.9
Autonomous Systems Engineer,EN,Canada,M,Canada,50,PhD,1,Automotive,7.1
Computer Vision Engineer,SE,Netherlands,L,Netherlands,50,PhD,5,Education,5.4
ML Ops Engineer,EX,India,S,India,50,Bachelor,17,Media,10.0
Robotics Engineer,SE,Austria,L,Austria,50,PhD,8,Real Estate,9.1
NLP Engineer,EX,France,M,France,50,Bachelor,15,Consulting,9.1
Autonomous Systems Engineer,MI,United States,M,United States,0,Associate,3,Energy,5.8
Head of AI,EX,Denmark,S,Estonia,0,Bachelor,15,Gaming,7.2
Autonomous Systems Engineer,SE,Sweden,L,Sweden,50,Associate,8,Telecommunications,9.2
Research Scientist,SE,Switzerland,L,Switzerland,0,PhD,9,Government,9.1
ML Ops Engineer,SE,Canada,M,Canada,50,PhD,5,Automotive,7.9
AI Product Manager,MI,Finland,M,Finland,50,Bachelor,2,Automotive,7.3
ML Ops Engineer,EX,Netherlands,M,Netherlands,0,Bachelor,17,Retail,6.0
Research Scientist,EX,Japan,S,Turkey,100,Master,15,Finance,8.7
Machine Learning Engineer,SE,China,L,China,0,Bachelor,7,Education,6.6
Data Engineer,EX,Canada,S,Canada,0,Bachelor,16,Energy,9.5
Deep Learning Engineer,SE,France,S,France,50,PhD,8,Healthcare,8.7
Machine Learning Researcher,EX,Australia,M,Thailand,0,Master,15,Consulting,7.2
Deep Learning Engineer,SE,South Korea,M,South Korea,100,Master,8,Technology,6.3
Autonomous Systems Engineer,EN,Ireland,S,Ireland,100,Master,0,Government,5.3
NLP Engineer,MI,United Kingdom,L,United Kingdom,0,PhD,4,Government,8.8
AI Software Engineer,EN,Austria,S,Austria,100,Bachelor,0,Finance,5.6
AI Consultant,MI,Netherlands,L,Netherlands,0,Associate,4,Education,6.1
Data Scientist,EN,Switzerland,M,Brazil,50,PhD,1,Consulting,5.4
Data Analyst,SE,China,S,China,0,Master,5,Healthcare,7.1
Data Analyst,SE,Singapore,M,Singapore,0,Bachelor,9,Energy,9.0
Machine Learning Engineer,MI,Israel,S,Netherlands,100,Associate,4,Government,9.3
AI Architect,SE,Netherlands,M,Netherlands,100,Master,7,Finance,8.2
NLP Engineer,EN,Sweden,M,Estonia,50,Bachelor,1,Telecommunications,9.5
ML Ops Engineer,MI,Norway,S,Czech Republic,0,Associate,4,Telecommunications,5.2
Principal Data Scientist,EX,Canada,S,Italy,0,Master,17,Media,6.2
AI Consultant,EX,Denmark,S,Denmark,0,PhD,15,Retail,6.3
Autonomous Systems Engineer,EX,Austria,L,Austria,50,Master,12,Technology,5.2
Data Analyst,SE,Singapore,M,Singapore,50,Master,8,Energy,7.5
Research Scientist,MI,Finland,M,Finland,0,Master,3,Automotive,9.0
Autonomous Systems Engineer,MI,Australia,L,Australia,100,PhD,4,Education,7.8
Autonomous Systems Engineer,EN,Denmark,L,Denmark,100,Associate,1,Technology,5.6
Deep Learning Engineer,MI,Netherlands,S,Netherlands,100,Associate,3,Media,9.3
AI Specialist,EN,Australia,L,Australia,50,Associate,1,Finance,6.8
NLP Engineer,SE,Switzerland,M,Switzerland,0,Bachelor,7,Government,9.7
Head of AI,EN,Germany,S,Germany,0,PhD,0,Media,6.9
Machine Learning Engineer,SE,China,S,China,100,Master,5,Technology,9.0
Machine Learning Engineer,EN,Denmark,L,Denmark,50,Associate,1,Education,7.2
AI Research Scientist,SE,South Korea,L,South Korea,0,Associate,6,Government,8.6
Research Scientist,SE,Denmark,L,Denmark,0,PhD,9,Education,6.6
Machine Learning Engineer,EX,Netherlands,S,Netherlands,0,PhD,17,Finance,6.6
AI Product Manager,SE,South Korea,M,South Korea,0,PhD,6,Technology,6.2
AI Specialist,EX,Ireland,M,Ireland,100,Master,17,Consulting,9.4
AI Architect,MI,Denmark,L,Denmark,0,Associate,2,Automotive,5.9
AI Research Scientist,SE,United Kingdom,L,United Kingdom,100,PhD,5,Finance,9.9
Data Analyst,SE,Israel,L,Israel,100,Bachelor,7,Gaming,6.0
Head of AI,MI,Switzerland,L,Switzerland,0,PhD,2,Education,6.2
Data Engineer,SE,South Korea,S,South Korea,100,Associate,6,Education,6.7
NLP Engineer,EX,Sweden,L,Indonesia,50,Master,19,Automotive,5.2
ML Ops Engineer,MI,Finland,S,India,100,PhD,3,Finance,7.6
AI Product Manager,MI,Japan,S,Japan,100,Master,3,Finance,5.9
Research Scientist,MI,Switzerland,L,Switzerland,0,PhD,3,Consulting,6.4
Data Scientist,MI,Denmark,M,Russia,0,Bachelor,2,Retail,8.2
NLP Engineer,EN,United Kingdom,L,United Kingdom,0,Bachelor,0,Automotive,7.4
Data Analyst,EX,Denmark,S,Denmark,100,Bachelor,11,Education,9.5
ML Ops Engineer,MI,Singapore,L,South Africa,100,Associate,2,Education,6.1
AI Product Manager,SE,Switzerland,L,Switzerland,0,Bachelor,8,Consulting,5.4
Data Engineer,MI,China,L,China,100,Bachelor,3,Consulting,6.6
Autonomous Systems Engineer,EX,India,M,India,0,Associate,16,Gaming,9.2
Robotics Engineer,EN,Switzerland,S,Switzerland,100,PhD,0,Transportation,7.2
NLP Engineer,EN,Japan,M,Japan,50,Master,0,Healthcare,8.1
Deep Learning Engineer,EN,France,M,Belgium,100,Bachelor,1,Media,7.3
Robotics Engineer,SE,Finland,M,Finland,0,Master,5,Retail,9.6
Deep Learning Engineer,SE,France,L,France,0,PhD,8,Education,7.8
Head of AI,EN,South Korea,S,Turkey,100,Master,1,Automotive,7.9
AI Consultant,SE,Israel,L,Israel,0,Master,9,Education,5.7
Research Scientist,MI,Japan,M,Belgium,0,Associate,3,Real Estate,5.8
AI Architect,MI,Sweden,M,Sweden,0,Master,2,Consulting,5.0
AI Software Engineer,MI,Israel,M,Malaysia,0,Associate,4,Automotive,6.0
Machine Learning Researcher,EX,China,S,China,0,Associate,11,Technology,6.9
AI Specialist,MI,Ireland,L,Ireland,100,PhD,4,Energy,8.8
Machine Learning Engineer,EN,South Korea,M,South Korea,100,PhD,0,Education,7.5
Data Scientist,EX,Israel,L,Israel,0,Master,11,Technology,8.9
Machine Learning Researcher,EN,United Kingdom,S,Belgium,50,PhD,0,Retail,10.0
Data Analyst,EN,Singapore,M,Singapore,100,Bachelor,1,Real Estate,7.3
Deep Learning Engineer,EX,United States,S,Turkey,50,Bachelor,18,Telecommunications,8.0
Machine Learning Researcher,SE,Germany,S,Germany,0,PhD,5,Government,6.3
Data Engineer,MI,United States,S,United States,100,Associate,3,Energy,9.0
Research Scientist,MI,Norway,M,Norway,50,Associate,4,Manufacturing,8.6
NLP Engineer,MI,Netherlands,M,Netherlands,100,Associate,2,Gaming,6.3
Machine Learning Engineer,MI,China,M,China,100,PhD,3,Government,8.2
Machine Learning Engineer,SE,India,L,Kenya,100,Bachelor,6,Government,7.8
Data Analyst,MI,Netherlands,L,Netherlands,50,Master,3,Retail,5.3
Robotics Engineer,EN,United States,S,United States,50,PhD,0,Manufacturing,9.9
AI Software Engineer,EX,Ireland,L,Ireland,50,Bachelor,13,Gaming,8.7
Principal Data Scientist,EX,Israel,M,Ireland,50,Associate,11,Government,7.2
Research Scientist,MI,Netherlands,L,Netherlands,0,Associate,3,Media,7.3
AI Consultant,EX,Austria,S,Austria,0,PhD,16,Technology,6.7
Principal Data Scientist,MI,Austria,L,Czech Republic,100,Bachelor,2,Manufacturing,8.2
AI Software Engineer,EX,Japan,S,India,50,Bachelor,12,Education,7.3
Data Engineer,MI,Sweden,L,Sweden,50,PhD,2,Technology,8.4
AI Architect,MI,India,M,Spain,50,Master,2,Retail,6.3
Data Scientist,EX,Canada,L,France,100,Associate,11,Retail,9.4
Principal Data Scientist,SE,Israel,S,Israel,50,Associate,5,Finance,6.2
NLP Engineer,SE,United Kingdom,M,New Zealand,0,PhD,8,Manufacturing,9.1
NLP Engineer,MI,Netherlands,M,Netherlands,50,Master,2,Gaming,9.4
AI Research Scientist,EN,France,S,Switzerland,100,PhD,0,Energy,5.1
Deep Learning Engineer,SE,Canada,S,Canada,100,Associate,5,Gaming,6.7
AI Architect,EN,Germany,M,Germany,0,Bachelor,1,Gaming,5.5
AI Research Scientist,MI,Australia,L,Australia,50,Master,3,Finance,7.9
Research Scientist,MI,Switzerland,L,Australia,0,Bachelor,4,Automotive,6.5
AI Specialist,EN,India,L,India,100,Associate,0,Consulting,5.5
Head of AI,MI,Germany,S,Germany,100,Associate,4,Telecommunications,9.1
